County,State,GEO_ID,Total Population,Minority Population,ratio_income_poverty (above 200% FPL),Total Bachelors Degree,Est Speak English Less than Well,Per Capita Income,Est Civilians Insured,Est Percent Civilians Insured,Percent Households without Vehicle,Household Level - More People than Rooms (%)
Madison County,Montana,0500000US30057,8218,466,5573.0,1232,218,34014.0,7175,87.9,0.02355644929617926,0.01120367710428038
Sheridan County,Montana,0500000US30091,3574,231,2396.0,466,5,33711.0,3244,91.9,0.06443768996960486,0.01033434650455927
Big Horn County,Montana,0500000US30003,13376,9182,5572.0,983,175,18560.0,8236,62.1,0.04665039327366423,0.06753458096013018
Garfield County,Montana,0500000US30033,1141,1,760.0,102,0,27291.0,998,87.5,0.011185682326621925,0.02237136465324385
Lewis and Clark County,Montana,0500000US30049,67077,4156,48374.0,11222,147,32433.0,62110,93.6,0.05309352517985611,0.005575539568345324
Missoula County,Montana,0500000US30063,115983,9643,74482.0,19940,513,30636.0,106353,92.2,0.0546617840684661,0.0069330151415404875
Cascade County,Montana,0500000US30013,81746,9750,51661.0,9725,244,29212.0,71341,91.2,0.07246545116711184,0.006561374985483683
Powell County,Montana,0500000US30077,6861,626,3648.0,672,4,25060.0,4791,91.1,0.031825795644891124,0.009631490787269681
Gallatin County,Montana,0500000US30031,104729,6016,70513.0,21081,498,34331.0,95665,91.7,0.03355960462069787,0.004787424080028582
Beaverhead County,Montana,0500000US30001,9393,471,5624.0,1527,164,28941.0,8424,91.0,0.0507920543122957,0.0037716872014080965
Musselshell County,Montana,0500000US30065,4807,58,2664.0,329,14,22737.0,4410,92.4,0.05151661049590756,0.002407318247472316
Sheridan County,Nebraska,0500000US31161,5234,903,3070.0,604,42,27304.0,4480,86.5,0.07418924922256774,0.007996446023989337
Nuckolls County,Nebraska,0500000US31129,4275,95,2651.0,367,41,26735.0,3910,93.1,0.060083594566353184,0.008881922675026124
Frontier County,Nebraska,0500000US31063,2609,67,1769.0,228,4,28583.0,2389,91.8,0.03763440860215054,0.0008960573476702509
Douglas County,Nebraska,0500000US31055,554992,113514,380998.0,91901,25489,33734.0,495413,90.4,0.07153813714449897,0.0060847038978251704
Chase County,Nebraska,0500000US31029,3734,31,2730.0,416,197,29526.0,3353,91.5,0.03442240373395566,0.004084014002333722
Arthur County,Nebraska,0500000US31005,418,18,274.0,62,0,26514.0,375,89.7,0.0,0.0
Franklin County,Nebraska,0500000US31061,3006,60,1925.0,280,27,27757.0,2804,95.3,0.01772525849335303,0.011078286558345642
Jefferson County,Nebraska,0500000US31095,7188,227,4112.0,625,112,26439.0,6673,94.3,0.04538531830642705,0.0006091989034419738
Loup County,Nebraska,0500000US31115,585,2,412.0,80,0,28299.0,563,96.2,0.007168458781362007,0.0
Phelps County,Nebraska,0500000US31137,9120,328,6712.0,1158,77,30814.0,8519,95.9,0.049910873440285206,0.0017825311942959
Scotts Bluff County,Nebraska,0500000US31157,36255,2937,22322.0,3762,806,28089.0,31568,88.5,0.05132416341613632,0.005953602956271813
Kimball County,Nebraska,0500000US31105,3667,179,2282.0,351,42,23870.0,3178,88.2,0.06619987269255251,0.0038192234245703373
Merrick County,Nebraska,0500000US31121,7803,358,5423.0,724,23,29038.0,7121,92.6,0.06648616125150421,0.0
Burt County,Nebraska,0500000US31021,6528,313,4345.0,636,26,28499.0,5834,90.7,0.046591298389859544,0.0157588215142172
Cuming County,Nebraska,0500000US31039,8991,526,6382.0,1071,255,29306.0,8175,92.4,0.05303837953091684,0.0021321961620469083
Grant County,Nebraska,0500000US31075,718,12,369.0,97,0,22640.0,610,85.3,0.017064846416382253,0.0
Hayes County,Nebraska,0500000US31085,943,15,524.0,110,41,26369.0,844,89.5,0.01694915254237288,0.0
Cedar County,Nebraska,0500000US31027,8523,171,6307.0,799,7,29494.0,7877,94.1,0.028935185185185185,0.001736111111111111
Johnson County,Nebraska,0500000US31097,5197,684,2785.0,411,127,23652.0,3826,93.0,0.07142857142857142,0.007142857142857143
Garfield County,Nebraska,0500000US31071,1975,35,1312.0,242,0,27109.0,1852,96.2,0.01805869074492099,0.007900677200902935
Pawnee County,Nebraska,0500000US31133,2676,96,1703.0,230,9,26609.0,2317,87.9,0.10008203445447088,0.01066447908121411
Wheeler County,Nebraska,0500000US31183,822,10,533.0,76,5,27832.0,724,88.1,0.014005602240896359,0.0
York County,Nebraska,0500000US31185,13799,686,9512.0,1785,184,31577.0,12203,93.2,0.04814619574767176,0.0005271481286241434
Colfax County,Nebraska,0500000US31037,10760,1411,5970.0,633,2292,22407.0,9383,88.3,0.04518558364712211,0.02017213555675094
Logan County,Nebraska,0500000US31113,886,12,570.0,106,14,24813.0,828,93.5,0.0,0.011730205278592375
Polk County,Nebraska,0500000US31143,5255,131,3705.0,561,123,30403.0,4609,89.2,0.04580896686159844,0.015594541910331383
Brown County,Nebraska,0500000US31017,2988,76,1776.0,325,22,28860.0,2624,89.2,0.038354253835425386,0.006276150627615063
Lander County,Nevada,0500000US32015,5746,568,4265.0,182,357,33329.0,5273,92.4,0.11308097747963584,0.0004791566842357451
Eureka County,Nevada,0500000US32011,1830,105,1509.0,146,1,34590.0,1650,90.4,0.056,0.0
Mercer County,NewJersey,0500000US34021,368762,134003,263858.0,53329,28612,42155.0,333462,91.8,0.11120864228900541,0.005405280543299993
Somerset County,NewJersey,0500000US34035,330176,107676,286597.0,67658,18003,54393.0,310031,94.7,0.047636139883088915,0.005725908453833795
Atlantic County,NewJersey,0500000US34001,268539,89625,179752.0,33951,19798,31366.0,241340,90.7,0.13153573502613292,0.0068085788092997175
Middlesex County,NewJersey,0500000US34023,826698,339680,636215.0,143500,76016,38140.0,756056,92.4,0.07632999500306151,0.01060617790508632
Cape May County,NewJersey,0500000US34009,93705,8174,67022.0,14407,1760,38496.0,86146,94.0,0.07553127506014434,0.00488672814755413
Union County,NewJersey,0500000US34039,553066,242412,405900.0,78955,81627,40201.0,483681,88.2,0.11572753681470153,0.0097414107848688
Hunterdon County,NewJersey,0500000US34019,125051,11332,107773.0,27155,2353,54984.0,117556,97.1,0.03552352691818567,0.0020347604917337857
Los Alamos County,NewMexico,0500000US35028,18356,2670,16428.0,3560,296,56410.0,17580,96.2,0.03832430289414563,0.0022465970662085373
Valencia County,NewMexico,0500000US35061,75956,14565,40445.0,5291,3805,21934.0,68001,91.4,0.033577067190512566,0.02193604714613118
Bernalillo County,NewMexico,0500000US35001,677692,176224,421390.0,85779,40850,29415.0,609088,90.8,0.06640141234750073,0.008793293607922999
De Baca County,NewMexico,0500000US35011,2060,524,929.0,71,25,19215.0,1868,92.1,0.09078014184397164,0.009929078014184398
Hidalgo County,NewMexico,0500000US35023,4371,174,2398.0,281,247,20275.0,4056,95.1,0.06046776953793497,0.013120365088419851
Sandoval County,NewMexico,0500000US35043,140769,40378,93989.0,17573,4875,27549.0,126105,90.2,0.02912197059992054,0.02022248708780294
Curry County,NewMexico,0500000US35009,50199,16644,26324.0,4007,3983,23729.0,41578,87.7,0.04769106130164731,0.014852822036186876
Harding County,NewMexico,0500000US35021,459,35,238.0,71,1,32424.0,445,97.6,0.08056872037914692,0.0
San Juan County,NewMexico,0500000US35045,127455,61098,71031.0,7030,3699,23206.0,107777,85.5,0.05258033106134372,0.03544767468818102
Chaves County,NewMexico,0500000US35005,65459,9850,32714.0,4888,5818,21356.0,56894,88.3,0.045707626569985754,0.02507661098882127
Union County,NewMexico,0500000US35059,4175,632,1991.0,241,232,23968.0,2996,84.8,0.08472121650977553,0.005068790731354091
Roosevelt County,NewMexico,0500000US35041,19117,4902,8952.0,1584,1736,19849.0,15995,86.4,0.05205205205205205,0.009438009438009438
Bronx County,NewYork,0500000US36005,1437872,1131449,664717.0,118587,284159,20850.0,1279890,90.3,0.5852423718502866,0.011092034066532194
Fulton County,NewYork,0500000US36035,53743,2894,33155.0,3660,251,26875.0,49650,93.7,0.09318597085431615,0.004189134988190205
Rensselaer County,NewYork,0500000US36083,159431,21783,113414.0,19164,1623,34280.0,150973,95.7,0.09821414742189799,0.0052042191347985685
Dutchess County,NewYork,0500000US36027,293894,63736,216091.0,39655,9471,38048.0,271484,95.0,0.0817721967078726,0.006232125723122211
Herkimer County,NewYork,0500000US36043,62505,2589,40115.0,5303,374,26151.0,58224,94.1,0.10019118903307163,0.008379774641012082
St. Lawrence County,NewYork,0500000US36089,109558,7792,61195.0,8292,1236,24473.0,99649,94.1,0.09659459070292063,0.00899949602822242
Warren County,NewYork,0500000US36113,64480,2683,46796.0,7750,400,33605.0,60663,95.0,0.09294813631909411,0.005226291147969368
Monroe County,NewYork,0500000US36055,744248,177977,501399.0,106503,20348,32502.0,708983,96.2,0.11303341799757975,0.003021981675288235
Ulster County,NewYork,0500000US36111,179303,27014,121915.0,23201,4458,33879.0,164765,94.1,0.07520959461597089,0.005953493722946836
Livingston County,NewYork,0500000US36051,63907,4211,40487.0,5800,411,27073.0,59228,96.7,0.07788213099290489,0.0059057540089406555
Greene County,NewYork,0500000US36039,47617,4886,30242.0,4561,550,27271.0,42212,94.5,0.08979377227317871,0.006192673949874394
Allegany County,NewYork,0500000US36003,47025,2165,25534.0,3030,233,23030.0,43329,93.1,0.09128768948858904,0.009106557832195014
Cattaraugus County,NewYork,0500000US36009,77686,6247,45866.0,5627,656,24628.0,71522,93.0,0.11274774918079725,0.00963955079057042
Schenectady County,NewYork,0500000US36093,154883,35219,112656.0,19016,2772,31412.0,145775,95.2,0.11426963129749508,0.005441411014166432
Yates County,NewYork,0500000US36123,25009,948,15769.0,2312,162,27512.0,20029,81.2,0.12781038874736958,0.015394838852586112
Haywood County,NorthCarolina,0500000US37087,60433,2655,39634.0,6792,597,29453.0,53506,89.2,0.04465370595382746,0.004822296476306197
Alleghany County,NorthCarolina,0500000US37005,10973,627,5555.0,861,293,21244.0,9639,88.8,0.03898019384745049,0.0067425200168563
Cleveland County,NorthCarolina,0500000US37045,97159,24381,51956.0,6973,1063,21920.0,84964,87.7,0.07824955262729787,0.004365273032915786
Granville County,NorthCarolina,0500000US37077,58874,22947,37346.0,6298,1460,26228.0,50996,90.9,0.05007132667617689,0.008036138849262959
Hoke County,NorthCarolina,0500000US37093,53239,29186,29189.0,4331,2129,20656.0,42822,87.2,0.052815709287890755,0.010608283489448143
Iredell County,NorthCarolina,0500000US37097,172525,31751,120116.0,22559,4638,32006.0,154898,90.4,0.03370321552279067,0.011234405174263556
Pitt County,NorthCarolina,0500000US37147,177372,75225,96057.0,21922,3563,25722.0,156971,89.1,0.08012259827379317,0.005219101042374474
Cherokee County,NorthCarolina,0500000US37039,27668,1778,16067.0,2300,272,22754.0,23548,86.0,0.048171500630517027,0.010844892812105928
Wilkes County,NorthCarolina,0500000US37193,68460,5982,38259.0,5234,1594,23745.0,60176,88.9,0.059918885558102625,0.008993122906013049
Alexander County,NorthCarolina,0500000US37003,37119,4479,21761.0,2695,839,24452.0,31969,89.2,0.036292085701792744,0.011514356507797698
Carteret County,NorthCarolina,0500000US37031,68920,6932,47114.0,8692,784,32005.0,59795,88.6,0.04802963960929606,0.008150892556416302
Pasquotank County,NorthCarolina,0500000US37139,39479,16382,23068.0,3358,616,23699.0,32953,86.7,0.09600811907983761,0.0015561569688768606
Swain County,NorthCarolina,0500000US37173,14254,5025,7344.0,1083,120,20984.0,11043,78.5,0.05254455263641374,0.011941943781003123
Anson County,NorthCarolina,0500000US37007,25306,13223,12420.0,1295,410,20124.0,20649,87.8,0.10277427490542244,0.0166036149642707
Franklin County,NorthCarolina,0500000US37069,64902,20975,40556.0,6596,1888,26273.0,56831,88.8,0.05155763869247242,0.011192371408945816
Macon County,NorthCarolina,0500000US37113,34410,2132,21431.0,4217,976,28429.0,29354,85.8,0.05388878272501433,0.006752022421810306
Transylvania County,NorthCarolina,0500000US37175,33513,2965,19940.0,4754,384,27050.0,28252,85.5,0.04156340720810026,0.014373716632443531
Columbus County,NorthCarolina,0500000US37047,56293,21395,27623.0,3545,1174,22081.0,46066,86.3,0.07957500224154936,0.010086972115125974
Montgomery County,NorthCarolina,0500000US37123,27338,6475,14659.0,1986,1551,22760.0,22675,86.5,0.059552396503698014,0.014792046873499184
Richmond County,NorthCarolina,0500000US37153,45189,16980,22231.0,2838,1298,20745.0,38277,87.4,0.09268845033969589,0.011484956324813975
Surry County,NorthCarolina,0500000US37171,72099,6209,40818.0,5671,2125,23957.0,62167,87.2,0.06779368638951182,0.013800241504226323
Buncombe County,NorthCarolina,0500000US37021,254474,28493,164534.0,45002,6362,31439.0,225162,89.8,0.05068491871550895,0.007292726882242537
Cabarrus County,NorthCarolina,0500000US37025,201448,57256,143489.0,27446,6465,31050.0,184379,92.2,0.04348607864562442,0.007565803123141399
Davidson County,NorthCarolina,0500000US37057,164664,23608,100178.0,15055,4828,25109.0,144269,88.6,0.05735363748835362,0.009317102228467565
Hertford County,NorthCarolina,0500000US37091,24153,15735,11430.0,1568,350,18918.0,19879,87.7,0.09866277109787616,0.009102146308573996
Pender County,NorthCarolina,0500000US37141,59020,13654,39529.0,6949,1012,27724.0,50929,88.7,0.04194615455297253,0.01102637140494349
Watauga County,NorthCarolina,0500000US37189,54117,3293,27106.0,7440,488,24906.0,49041,91.2,0.056939326946696144,0.002898550724637681
Tyrrell County,NorthCarolina,0500000US37177,4119,1868,1664.0,222,124,18682.0,2865,83.6,0.09135499693439608,0.003678724708767627
Traill County,NorthDakota,0500000US38097,8019,449,5898.0,1070,57,32712.0,7445,95.1,0.05046282472379815,0.002388772767990445
Dickey County,NorthDakota,0500000US38021,4970,162,3699.0,665,10,32943.0,4634,95.8,0.04608294930875576,0.004608294930875576
Ward County,NorthDakota,0500000US38101,69034,8736,51268.0,9138,472,34382.0,60704,93.6,0.0405601509214918,0.008416775504280946
McHenry County,NorthDakota,0500000US38049,5927,179,4488.0,685,19,37626.0,5559,95.1,0.030060882800608826,0.0030441400304414
Benson County,NorthDakota,0500000US38005,6886,4057,2934.0,467,28,21407.0,6066,88.3,0.08315098468271334,0.0262582056892779
Renville County,NorthDakota,0500000US38075,2495,94,1955.0,270,12,33635.0,2334,96.1,0.02054794520547945,0.0029354207436399216
Burleigh County,NorthDakota,0500000US38015,93737,8176,73293.0,16151,435,37764.0,86629,94.5,0.0509684770224079,0.004430940625395619
Oliver County,NorthDakota,0500000US38065,1837,149,1408.0,197,26,33849.0,1667,91.0,0.02666666666666667,0.008
Ramsey County,NorthDakota,0500000US38071,11557,1733,8221.0,1547,34,35059.0,10408,93.9,0.08534879072556466,0.006196282230661603
Griggs County,NorthDakota,0500000US38039,2266,106,1622.0,378,7,35069.0,2080,95.9,0.035037878787878785,0.0
Sheridan County,NorthDakota,0500000US38083,1405,26,946.0,97,7,32559.0,1317,93.7,0.047895500725689405,0.00725689404934688
Wells County,NorthDakota,0500000US38103,4055,89,3048.0,532,0,34602.0,3863,97.3,0.027040816326530614,0.0010204081632653062
Mahoning County,Ohio,0500000US39099,231064,46314,140386.0,26177,2762,27429.0,214404,94.6,0.08518949129033573,0.0029270183168114876
Scioto County,Ohio,0500000US39145,76377,4402,40016.0,4447,137,23042.0,68940,93.7,0.09888320148906468,0.009938177225287509
Meigs County,Ohio,0500000US39105,23160,661,13051.0,1250,0,23897.0,21191,92.3,0.07396932448602198,0.01718699010116393
Pike County,Ohio,0500000US39131,28214,1271,15880.0,1550,35,22301.0,25495,91.4,0.09009425244871558,0.010903714655331732
Hamilton County,Ohio,0500000US39061,812037,263746,536352.0,122937,12232,34125.0,754462,93.8,0.11789708382602966,0.0038827412152980002
Erie County,Ohio,0500000US39043,75136,10824,51924.0,7658,464,31677.0,70486,95.0,0.06820868342864445,0.002907255359253698
Lawrence County,Ohio,0500000US39087,60622,2702,35045.0,3854,210,23692.0,56481,94.1,0.0721750212404418,0.007519116397621071
Tuscarawas County,Ohio,0500000US39157,92526,3042,59893.0,6445,874,26034.0,83630,91.3,0.07271097590786865,0.007061955075101176
Brown County,Ohio,0500000US39015,43679,1257,27982.0,2898,88,25637.0,39870,92.5,0.05885052196856717,0.01388092233566594
Licking County,Ohio,0500000US39089,172293,14085,121858.0,20242,851,30338.0,160023,93.6,0.04822231942014497,0.004983129217695576
Carroll County,Ohio,0500000US39019,27578,687,18044.0,1625,59,28421.0,24791,90.8,0.05428725507819522,0.003954700701060579
Clermont County,Ohio,0500000US39025,203216,9947,151939.0,25491,984,32900.0,190408,94.3,0.04825021702232415,0.005947059509464765
Highland County,Ohio,0500000US39071,43007,1682,25189.0,2031,237,22624.0,38888,91.4,0.08224198005526853,0.008170130962393368
Portage County,Ohio,0500000US39133,162644,15014,109748.0,17908,1007,29439.0,152130,94.2,0.061361766651073506,0.0016453470553126966
Belmont County,Ohio,0500000US39013,68472,4632,43599.0,5221,97,26106.0,60759,94.0,0.0715648854961832,0.001717557251908397
Perry County,Ohio,0500000US39127,35985,1015,21344.0,1878,44,22659.0,33889,94.8,0.068280800177161,0.006495903151989371
Bandera County,Texas,0500000US48019,21763,1914,14392.0,2662,725,28539.0,17769,82.3,0.017714147051686484,0.013224945401601552
Robertson County,Texas,0500000US48395,16890,3956,10924.0,1294,572,25465.0,14199,85.0,0.08697703680402642,0.03586033343818811
Taylor County,Texas,0500000US48441,136348,32358,81104.0,13445,4326,26469.0,113303,86.5,0.05430257467361869,0.008831494280748555
Trinity County,Texas,0500000US48455,14569,1961,8187.0,1005,462,22265.0,11503,79.7,0.06066238594119635,0.020784048665089556
Cochran County,Texas,0500000US48079,2904,281,1569.0,106,375,21014.0,2073,72.0,0.03313253012048193,0.04116465863453815
Comal County,Texas,0500000US48091,135097,12758,102976.0,21678,4685,36899.0,117455,87.7,0.03271782917203443,0.012432775085373085
Houston County,Texas,0500000US48225,22955,7225,9868.0,1779,450,18080.0,16851,85.0,0.08088683152637349,0.014009014496284566
Potter County,Texas,0500000US48375,120899,26484,59845.0,7736,13141,22267.0,89365,78.3,0.0764154378299654,0.020685417804478426
Scurry County,Texas,0500000US48415,17239,2196,9928.0,1177,738,24508.0,13314,84.7,0.050645819170632225,0.046227056424201225
Crane County,Texas,0500000US48103,4839,2293,3360.0,261,788,26113.0,3976,83.9,0.03656821378340366,0.04289732770745429
Stonewall County,Texas,0500000US48433,1385,132,820.0,96,5,28746.0,1134,85.2,0.05670103092783505,0.013745704467353952
Brown County,Texas,0500000US48049,37834,3203,22471.0,3618,1075,25145.0,31720,86.3,0.05101312785388128,0.01548230593607306
